,host,phage,resistant,vulnerable,time
0,100000.0,100000.0,0.0,108181.81818181818,1
1,108181.81818181818,139000.0,0.0,115788.26907301066,2
2,115788.26907301066,198782.63636363635,0.0,122464.32135597228,3
3,122464.32135597228,291687.189920217,0.0,127741.30591320003,4
4,127741.30591320003,437552.7123610641,0.0,130969.94038712786,5
5,130969.94038712786,667675.8600509966,0.0,131231.94207519747,6
6,131231.94207519747,1029391.0652310335,0.0,127267.82746394043,7
7,127267.82746394043,1588389.0030690418,0.0,117546.43215180916,8
8,117546.43215180916,2420092.108944372,0.0,100763.95579987702,9
9,100763.95579987702,3572007.543187211,0.0,77149.86077854238,10
10,77149.86077854238,4978462.878841354,0.0,50291.10907160302,11
11,50291.10907160302,6362650.409126597,0.0,26993.331724951597,12
12,26993.331724951597,7294310.622192281,0.0,12368.36018753857,13
13,12368.36018753857,7529679.516988456,0.0,5461.503545742555,14
14,5462.503545742555,7233046.567662583,1.0741325471525816,2589.3290879858278,15
15,2590.4032205329804,6703308.127327795,1.1570658837331966,1367.9443062643695,16
16,1369.1013721481027,6118023.114909279,1.2479226218579318,803.521576460965,17
17,804.7694990828229,5547229.466357956,1.3466726705160865,518.077102523008,18
18,519.4237751935241,5014348.380694574,1.453651423047399,361.72272763173163,19
19,363.17637905477903,4525641.044535059,1.5693735774779383,270.2663964956844,20
20,271.83577007316234,4081098.3734738175,1.69446284806301,213.96313784616086,21
21,215.65760069422387,3678393.156507037,1.8296253033049708,178.01332128982304,22
22,179.842946593128,3314404.7722052797,1.9756400226462885,154.58736394084036,23
23,156.56300396348664,2985855.335172588,2.133357219643157,139.32547297712802,24
24,141.45883019677117,2689531.5216316557,2.3036999185190123,129.70019520084168,25
25,132.0038951193607,2422414.498700049,2.4876675301967857,124.20507535339523,26
26,126.69274288359202,2181709.8637339836,2.686340592754513,121.93269863360467,27
27,124.61903922635919,1964866.6766069042,2.9008863345069633,122.34584210563686,28
28,125.24672844014383,1769553.95827825,3.1325648977624496,125.14957903373306,29
29,128.2821439314955,1593659.4005393917,3.3827361449384186,130.21820985927437,30
30,133.60094600421277,1435269.8413191086,3.6528670100453224,137.55364759352648,31
31,141.2065146035718,1292658.6587072655,3.9445393761919196,147.26259131512666,32
32,151.20713069131858,1164264.061413172,4.259458465794362,159.54573086009682,33
33,163.80518932589118,1048677.7727308827,4.599461727358864,174.69505490686416,34
34,179.29451663422302,944629.8245600613,4.9665281942756305,193.0972287071344,35
35,198.06375690141004,850975.4506834892,5.362788275824304,215.24194269826904,36
36,220.60473097409334,766683.0785211418,5.790533918712915,241.7347678790098,37
37,247.52530179772273,690823.380209776,6.2522290473280995,273.31446626302403,38
38,279.56669531035215,622559.3227331544,6.750520150504245,310.8750023175881,39
39,317.62552246809236,561137.1473579875,7.28824682933754,355.4927380159198,40
40,362.78098484525736,505878.2058309171,7.86845205090031,408.45950142956445,41
41,416.32795348046477,456171.58178744314,8.494391762233901,471.3224153325489,42
42,479.8168070947828,411467.42893132864,9.169543402174865,545.9315690132637,43
43,555.1011124154386,371270.96176812524,9.897612698529644,634.4968190571202,44
44,644.3944317556499,335137.03943087964,10.68253794644231,739.6552146201127,45
45,750.337752566555,302665.28807658056,11.528490720340109,864.5507566114055,46
46,876.0792473317456,273494.77463250526,12.439871664562526,1012.9284908700245,47
47,1025.368362534587,247303.90272950995,13.421299621711329,1189.2446582982902,48
48,1202.6659579200016,223800.9681845515,14.477591884536045,1398.7958951592157,49
49,1413.2734870437516,202725.0264851801,15.613732760754369,1647.8690910052708,50
50,1663.4828237660251,183842.0214176403,16.834826936165335,1943.914482381807,51
51,1960.7493093179723,166942.26244101435,18.146033268859785,2295.7438525169077,52
52,2313.8898857857675,151838.1914571482,19.55247365932616,2713.7551330040287,53
53,2733.307606663355,138362.42212504704,21.059110525084478,3210.183567116378,54
54,3231.2426776414627,126366.04040550024,22.67058520465086,3799.377750369049,55
55,3822.0483355736997,115717.16147807159,24.391008407934418,4498.09603909781,56
56,4522.487047505744,106299.7460526771,26.22369276968052,5325.8146723764685,57
57,5352.038365146149,98012.68913412497,28.17081689843702,6305.033086094508,58
58,6333.203902992945,90769.2075682735,30.233010430653348,7461.553875495078,59
59,7491.7868859257305,84496.57081033722,32.40885105974828,8824.704275292692,60
60,8857.11312635244,79136.24473474348,34.69426808724343,10427.452607264877,61
61,10462.14687535212,74644.5546517515,37.08185373404698,12306.35695910899,62
62,12343.438812843038,70994.02671108185,39.560094427771254,14501.265089127222,63
63,14540.825183554995,68175.64542986202,42.11255074359673,17054.665881111407,64
64,17096.778431855004,66202.38311117962,44.71703752046808,20010.5767086036,65
65,20055.29374612407,65114.53647008471,47.3448849471147,23412.842670448703,66
66,23460.187555395816,64987.68201478725,49.96039549424708,27302.729414252906,67
67,27352.689809747153,65944.4910485024,52.520646189945786,31715.718623943747,68
68,31768.239270133694,68172.31846139579,54.97581310049478,36677.47028971913,69
69,36732.446102819624,71949.54355954743,57.27020348569844,42198.9991607706,70
70,42256.2693642563,77685.33271028704,59.344157077876815,48271.213273323156,71
71,48330.55743040103,85980.19155950172,61.136908763972606,54859.0506152454,72
72,54920.18752400938,97718.976407396,62.59038574289079,61895.47274118127,73
73,61958.063126924164,114214.85310339261,63.65375333493077,69275.45598185726,74
74,69339.10973519219,137433.34119485875,64.2883562154098,76849.7763639644,75
75,76914.06472017981,170341.7182294545,64.4725767702582,84417.7472649504,76
76,84482.21984172067,217452.08886830544,64.20610835098924,91717.1469942821,77
77,91781.35310263309,285655.2758350436,63.513263733631305,98408.5571671172,78
78,98472.07043085083,385467.23417646816,62.445215202801876,104050.83956359462,79
79,104113.28477879742,532793.5550762983,61.08144277291022,108066.12641042711,80
80,108127.20785320002,751160.521495498,59.53103373622986,109700.2673014153,81
81,109759.79833515153,1073804.007911177,57.93462380920685,108005.95072176267,82
82,108063.88534557188,1543627.8819362763,56.46731613712857,101921.05587484183,83
83,101977.52319097896,2206198.9787934753,55.34114820373688,90582.11443542123,84
84,90637.45558362496,3087384.9149184097,54.80138221371866,74023.08763765178,85
85,74077.8890198655,4148991.5064062974,55.103538948022695,54107.4251417242,86
86,54162.52868067222,5238988.049009941,56.45412395595773,34702.518640871946,87
87,34758.9727648279,6104083.197141892,58.92237272369249,19773.026196576335,88
88,19831.948569300028,6531629.476005527,62.39867522375788,10602.357944876752,89
89,10664.75662010051,6511299.930232715,66.67944914496509,5757.909574917237,90
90,5824.589024062202,6198442.086688656,71.59678323875171,3321.140308461191,91
91,3392.737091699943,5753479.216318313,77.06307115793402,2067.5425678738898,92
92,2144.6056390318236,5271762.042208602,83.05000733651323,1388.1148794537598,93
93,1471.1648867902732,4797993.099114888,89.56224709033297,998.2526997846617,94
94,1087.8149468749946,4350826.7871006215,96.6221198713648,762.7510490977788,95
95,859.3731689691436,3937024.011041426,104.26228924715967,614.4762750191157,96
96,718.7385642662754,3558036.158991534,112.52239820000239,518.3660797949389,97
97,630.8884779949412,3212945.5542386463,121.44757018329346,455.2039136951118,98
98,576.6514838784053,2899810.9213280245,131.08778383289138,414.005431551262,99
99,545.0932153841534,2616297.8550690073,141.4976771157343,388.2787175114723,100
100,529.7763946272066,2359975.5610226244,152.7365750529338,374.1034414221242,101
101,526.8400164750581,2128467.0487458836,164.8686416592805,369.10298669401544,102
102,533.971628353296,1919522.0514259534,177.96310574266275,371.8748811763389,103
103,549.8379869190017,1731041.5027621698,192.09453333057115,381.66691712712054,104
104,573.7614504576917,1561091.6336663924,207.34313050171775,398.1901312878198,105
105,605.5332617895375,1407901.0616790797,223.7950655858186,421.51168733944127,106
106,645.3067529252598,1269857.955823264,241.5428016316707,451.99635154533195,107
107,693.5391531770026,1145494.9340921757,260.6854302096911,490.2796406352798,108
108,750.9650708449709,1033480.5374848644,281.32899637677156,537.2626566211803,109
109,818.5916529979519,932615.2866223337,303.58680246445556,594.1229072430685,110
110,897.7097097075241,841808.948855932,327.5796752064763,662.339102444547,111
111,989.9187776510233,760078.7300725227,353.43617611555646,743.7277065249656,112
112,1097.163882640522,686535.8354595815,381.29272959317797,840.4915186566675,113
113,1221.7842482498454,620384.1709531557,411.2936358749149,955.279913038084,114
114,1366.5735489129988,560900.7492644156,443.59092711737173,1091.2628827571837,115
115,1534.8538098745553,507436.17871097755,478.34401315573876,1252.2188597014679,116
116,1730.5628728572067,459405.9175491374,515.7190499674989,1442.6383798013694,117
117,1958.3574297688683,416284.18188986974,555.8879466744102,1667.8450652166189,118
118,2223.733011891029,377598.4466356056,599.0269065013649,1934.1355066987603,119
119,2533.1624132001252,342924.50293073285,645.3143729073274,2248.9394334725407,120
120,2894.2538063798684,311882.0386781128,694.9282240822029,2621.0010962302567,121
121,3315.92932031246,284130.7135056391,748.0420275169098,3060.581950891033,122
122,3808.623978407943,259366.70602177293,804.820132463457,3579.683367250392,123
123,4384.503499713849,237319.7194092459,865.4113439940994,4192.286002820323,124
124,5057.697346814422,217750.44178454138,929.9408919318097,4914.599433946533,125
125,5844.540325878343,200448.47103917348,998.5003875061695,5765.311331934647,126
126,6763.811719440816,185230.73125254852,1071.1354599296822,6765.819585128774,127
127,7836.955045058456,171940.43101346667,1147.8307983579916,7940.422970731515,128
128,9088.253769089508,160446.64579668935,1228.492411438081,9316.436007036302,129
129,10544.928418474383,150644.6509531386,1312.9270822521028,10924.181372796269,130
130,12237.108455048372,142457.1949848202,1400.8192714812335,12796.799006448757,131
131,14197.61827792999,135836.9938421207,1491.7061388573902,14969.795494820586,132
132,16461.501633677977,130770.86012631402,1584.9519409999104,17480.24225408473,133
133,19065.19419508464,127286.07797426889,1679.7238351683075,20365.518982755504,134
134,22045.242817923812,125459.92842179844,1774.972052098238,23661.493748794706,135
135,25436.465800892944,125433.71269348008,1869.4184185939723,27400.03748133792,136
136,29269.455899931894,127433.29156717802,1961.558152249084,31605.79291904796,137
137,33567.351071297046,131799.17954048383,2049.680460816796,36292.158132154786,138
138,38341.83859297158,139030.78770617454,2131.9134175329027,41456.498645618645,139
139,43588.41206315155,149851.77286564268,2206.2974869408613,47074.65589401804,140
140,49280.953380958905,165307.01169143393,2270.8896775628546,53094.84540254533,141
141,55365.735080108185,186906.9869142796,2323.8966078254566,59430.99405326681,142
142,61754.89066109227,216842.89633971092,2363.830257366447,65955.4051425482,143
143,68319.23539991464,258305.83223174652,2389.675850964245,72490.33530741876,144
144,74880.011158383,315955.9115046587,2401.05862258992,78797.65787149698,145
145,81198.7164940869,396588.6951941286,2398.396587822157,84565.54934722344,146
146,86963.9459350456,510056.10124080646,2383.0305729411175,89391.50386736132,147
147,91774.53444030244,670403.0456734517,2357.3301424325664,92763.6318681423,148
148,95120.96201057486,897011.5897111514,2324.7811357322803,94049.29366317249,149
149,96374.07479890477,1215039.6898982057,2290.0611062436724,92515.67714572858,150
150,94805.73825197225,1653476.4814858525,2259.091186982743,87432.4636759656,151
151,89691.55486294834,2237697.065350349,2238.9991654548708,78328.78881353528,152
152,80567.78797899015,2972602.4589972044,2237.8226758118735,65438.29303366057,153
153,67676.11570947245,3816261.9292606837,2263.653231833161,50158.45555633723,154
154,52422.108788170386,4658313.101793416,2322.97047920711,34990.492210037606,155
155,37313.46268924472,5337389.365964736,2418.563151623976,22474.21188233093,156
156,24892.775033954906,5718766.046423723,2548.6063199805035,13773.712352542207,157
157,16322.31867252271,5776660.764962107,2708.2892651360216,8434.183026469776,158
158,11142.472291605798,5588866.446194991,2892.720349999668,5347.680992707715,159
159,8240.401342707382,5260949.719195458,3098.6042354969345,3574.3748264368937,160
160,6672.979061933828,4872710.763278883,3324.3095264711606,2530.6731936134784,161
161,5854.982720084639,4470780.551440374,3569.3557722206674,1894.3082407144132,162
162,5463.664012935081,4079142.5103270225,3833.956782299722,1492.3011296427087,163
163,5326.257911942431,3709088.457212486,4118.735875340467,1230.6986476974428,164
164,5349.4345230379095,3365301.4882749887,4424.565820219569,1057.0167363446783,165
165,5481.582556564247,3049065.5322019905,4752.479974508449,940.9707450165741,166
166,5693.4507195250235,2759948.4687519055,5103.621156921071,864.5396037062266,167
167,5968.160760627297,2496679.0726342737,5479.210043096315,816.7253824639558,168
168,6295.93542556027,2257587.7072574277,5880.523450630359,790.7092859862121,169
169,6671.232736616571,2040860.9634190146,6308.87733765453,782.2597349131468,170
170,7091.137072567676,1844682.1328815056,6765.611645111645,788.8160237198504,171
171,7554.427668831495,1667284.720319063,7252.0752984296705,808.9499839730987,172
172,8061.025282402769,1507000.6347142623,7769.610297263388,842.0434334319868,173
173,8611.653730695374,1362274.1031254039,8319.534173541235,888.0947592644341,174
174,9207.628932805668,1231667.453231912,8903.120279546336,947.6047769193104,175
175,9850.725056465646,1113860.5112195432,9521.575479754596,1021.5131331614876,176
176,10543.088612916084,1007646.4078497306,10176.014891408491,1111.1682109616115,177
177,11287.183102370103,911925.4548568449,10867.433372394149,1218.3201924441382,178
178,12085.753564838287,825698.0919945582,11596.673504043918,1345.1308451915613,179
179,12941.80434923548,748057.5096209664,12364.389869775132,1494.1959002130516,180
180,13858.585769988184,678182.3112866946,13171.009494598915,1668.5772365962832,181
181,14839.586731195199,615329.432580721,14016.68839110292,1871.8428413036575,182
182,15888.531232406578,558827.4402752873,14901.264259797024,2108.1128779020687,183
183,17009.37713769909,508070.2782514149,15824.205520970147,2382.1102915045767,184
184,18206.315812474724,462511.4909589327,16784.55701682692,2699.214264210499,185
185,19483.771281037418,421658.93343754625,17780.882922143133,3065.514551888275,186
186,20846.397474031408,385069.96435184707,18811.20764439303,3487.8642988353554,187
187,22299.071943228388,352347.1120548192,19872.955785166454,3973.9283530667813,188
188,23846.884138233236,323134.20152271265,20962.89257748232,4532.223400824417,189
189,25495.115978306734,297111.9906183031,22077.066609998197,5172.1458315038135,190
190,27249.21244150201,273999.0233475472,23210.757087979597,5903.979904492391,191
191,29114.73699247199,253543.21925436385,24358.428418075735,6738.883653069087,192
192,31097.31207114482,235523.776278778,25513.695345281463,7688.841352103598,193
193,33202.53669738506,219748.51854768358,26669.302478662525,8766.575914369749,194
194,35435.878393032275,206052.7630256326,27817.12250656868,9985.411548947819,195
195,37802.5340555165,194298.73495127558,28948.177828873053,11359.076692053946,196
196,40307.254520927,184375.61033259728,30052.690605892516,12901.436861414795,197
197,42954.12746730731,176200.29911910745,31120.166265779815,14626.147141616415,198
198,45746.31340739623,169719.1306740298,32139.515230543955,16546.214555384493,199
199,48685.729785928444,164910.66879875617,33099.21691799227,18673.461628601763,200
200,51772.678546594034,161789.9737301198,33987.52886491531,21017.883919779557,201
201,55005.41278469487,160414.752802183,34792.742036480515,23586.895893464203,202
202,58379.637929944714,160894.01292370513,35503.481031525815,26384.460772037357,203
203,61887.94180356317,163400.0642616289,36109.04503626149,29410.100104193592,204
204,65519.145140455075,168185.04850519673,36599.782197270404,32657.776608217315,205
205,69257.55880548772,175603.60530625287,36967.486876791554,36114.63793777734,206
206,73082.1248145689,186143.8790127045,37205.806437073945,39759.597759787255,207
207,76965.4041968612,200469.83320633258,37310.642287535215,43561.71250793823,208
208,80872.35479547345,219478.7895488509,37280.52946470528,47478.28694910484,209
209,84758.81641381013,244379.1830603607,37116.98048695308,51452.6113976855,210
210,88569.59188463858,276794.51914519,36824.78293051335,55411.205717894285,211
211,92235.98864840763,318901.8913005458,36412.24605148649,59260.428793690524,212
212,95672.67484517701,373598.3198536237,35891.39953787952,62882.425081059424,213
213,98773.82461893895,444722.51136078895,35278.153367325634,66130.43145819432,214
214,101408.58482551995,537280.8872369865,34592.43568793081,68824.10134211845,215
215,103416.53703004925,657652.8212606823,33858.32030714604,70746.34333360434,216
216,104604.66364075037,813673.1247846531,33104.13864376946,71644.79273041472,217
217,104748.93137418418,1014372.3637181624,32362.529367463558,71243.6095354181,218
218,103606.13890288166,1269041.166321584,31670.294758967815,69274.0112742802,219
219,100944.30603324802,1585151.3090445795,31067.800752722458,65532.68332316348,220
220,96600.48407588594,1964709.1474456734,30597.49225007486,59970.75024551718,221
221,90568.24249559204,2399126.278371338,30300.984699923,52795.5590180198,222
222,83096.5437179428,2864214.9244877608,30214.35500438548,44532.399528712536,223
223,74746.75453309802,3318761.7896608077,30362.039491724187,35970.926802630755,224
224,66332.96629435493,3711070.49788795,30751.185312234225,27961.29218707224,225
225,58712.477499306464,3994067.6097699082,31369.499125634633,21144.19349452844,226
226,52513.69262016307,4141889.376906237,32188.710981370452,15786.342038218625,227
227,47975.053019589075,4156827.3002649765,33172.36203258197,11814.690296880692,228
228,44987.05232946266,4062687.948261839,34283.82286203992,8973.9756556734,229
229,43257.798517713316,3891616.2128554136,35491.25512755459,6974.732306442178,230
230,42465.98743399677,3673576.630636704,36769.11860895207,5570.884304279547,231
231,42340.00291323162,3431767.8142419076,38097.595781300835,4579.372379996437,232
232,42676.96816129727,3182268.1830615313,39461.314194330516,3872.692959537711,233
233,43334.007153868224,2935448.0407693204,40848.10716190116,3364.620180419303,234
234,44212.72734232047,2697604.988936886,42248.05404080359,2997.3802426365323,235
235,45245.43428344012,2472319.9293476217,43652.80810372325,2732.1889257055736,236
236,46384.99702942882,2261398.3879832416,45055.14976405496,2542.821194086971,237
237,47597.97095814193,2065533.530582974,46448.6979682434,2411.3803759352004,238
238,48860.078344178604,1884711.5650482455,47827.72730267039,2325.5540498284545,239
239,50153.281352498845,1718509.7153064723,49187.05336078044,2276.825849560447,240
240,51463.879210340885,1566241.5311935178,50521.96150526636,2259.3121323092614,241
241,52781.27363757562,1427091.0681780612,51828.16202377804,2268.989962267284,242
242,54097.15198604532,1300180.7577650547,53101.76095269566,2303.182625336116,243
243,55404.94357803177,1184617.2242472442,54339.239339247164,2360.2127171229727,244
244,56699.45205637014,1079524.6118844647,55537.43628065806,2439.165160718164,245
245,57976.601441376224,984055.928397295,56693.53282614568,2539.7260161771164,246
246,59233.2588423228,897411.6827476154,57805.034859986285,2662.0701494067675,247
247,60467.10500939305,818838.4954825414,58869.75404883702,2806.7854378762977,248
248,61676.53948671332,747635.6929627323,59885.78630877777,2974.8205883818982,249
249,62860.60689715967,683154.5432480964,60851.4877621558,3167.4506178719557,250
250,64018.93838002775,624797.1737047621,61765.44835112294,3386.2548795817534,251
251,65151.7032307047,572014.6258843752,62626.46345763253,3633.1041972249654,252
252,66259.5676548575,524303.4253067393,63433.503985341726,3910.15496191954,253
253,67343.65894726127,481206.842754062,64185.68539746592,4219.846704626887,254
254,68405.53210209281,442305.96576578746,64882.23632919113,4564.904955844859,255
255,69447.14128503599,407221.03971236915,65522.46719863846,4948.344998542238,256
256,70470.8121971807,375607.66991843795,66105.73942626541,5373.477071232503,257
257,71479.21649749791,347154.2209673837,66631.43575826265,5843.911729144252,258
258,72475.3474874069,321579.38257873955,67098.93219225596,6363.564382521111,259
259,73462.49657477708,298628.0509328853,67507.5719914435,6936.6590821115005,260
260,74444.231073555,278076.906099434,67856.64219901962,7567.724963060597,261
261,75424.36716208022,259720.94650096912,68145.35341832755,8261.59473221901,262
262,76406.94815054655,243379.78563317124,68372.82295348066,9023.393224894728,263
263,77396.21617837538,228894.26232894056,68538.06211765422,9858.519472026372,264
264,78396.58158968059,216125.31048203606,68639.96821832552,10772.619281793468,265
265,79412.58750011899,204953.08978457845,68677.32184546476,11771.546046995778,266
266,80448.86789246053,195276.40067981544,68648.79014384268,12861.307142883346,267
267,81510.09728672603,187012.41581005472,68552.93680692672,14047.99289220646,268
268,82600.92969913318,180096.7724134513,68388.23958155718,15337.68464191602,269
269,83725.9242234732,174484.08624809628,68153.11611282574,16736.338013049583,270
270,84889.45412587532,170148.96888382692,67845.95897944056,18249.636840677744,271
271,86095.59582011831,167087.65820892097,67465.18076290179,19882.8126949726,272
272,87347.99345787439,165320.40889410215,67009.26995066619,21640.424135669276,273
273,88649.69408633547,164894.83815571072,66476.85838690014,23526.088950726127,274
274,90002.94733762628,165890.48609395305,65866.80084968045,25542.161492023097,275
275,91408.96234170355,168424.93371099286,65178.26715022269,27689.34574256613,276
276,92867.61289278882,172661.93093492795,64410.84692400531,29966.232793896914,277
277,94377.07971790222,178822.127762393,63564.66703035959,32368.74881451708,278
278,95933.41584487667,187197.17998137014,62640.52122168832,34889.49618183042,279
279,97530.01740351875,198168.22062148742,61640.011522847024,37516.96612174239,280
280,99156.97764458941,212229.9465053329,60565.70062206391,40234.59603518497,281
281,100800.29665724888,230021.84804879248,59421.27456765732,43019.639231997775,282
282,102440.9137996551,252368.3603079116,58211.71523096459,45841.81053550756,283
283,104053.52576647216,280329.82376580464,56943.48234230417,48661.67148776491,284
284,105605.15383006907,315265.8920649929,55624.705363069304,51428.730285170896,285
285,107053.4356482402,358911.9926862164,54265.385804920836,54079.26628252723,286
286,108344.65208744806,413466.89495066076,52877.61037050636,56533.96783204241,287
287,109411.57820254876,481686.1383797225,51475.77357419694,58695.61830130113,288
288,110171.39187549807,566953.5049380201,50076.80423669875,60447.39920396407,289
289,110524.20344066282,673318.8183943097,48700.3780809757,61652.72372446131,290
290,110353.101805437,805418.7564492876,47369.08307990663,62158.283117094914,291
291,109527.36619700154,968192.5551663076,46108.47040361844,61802.73072484954,292
292,107911.20112846798,1166262.115733542,44946.87659551308,60433.95757015031,293
293,105380.8341656634,1402819.003277228,43914.843846368916,57937.460730675746,294
294,101852.30457704466,1677949.8331505219,43043.90992972881,54275.27570779704,295
295,97319.18563752585,1986513.9974098608,42364.540174423935,49528.40711255676,296
296,91892.94728698069,2316174.7127122832,41903.10368984595,43925.95834851554,297
297,85829.06203836149,2646667.81760467,41678.15503121503,37837.823118535394,298
298,79515.97814975042,2951662.3954046518,41696.842237445904,31715.083864370336,299
299,73411.92610181624,3203751.106016659,41952.756925275775,25989.442131286232,300
300,67942.199056562,3381253.446953643,42426.432366212844,20974.5822369884,301
301,63401.01460320124,3473725.8671332663,43088.6808704122,16817.27170832642,302
302,59906.95257873862,3483369.029877748,43906.547859528306,13513.119874874441,303
303,57419.66773440275,3422075.917784997,44844.13628307985,10962.016306061225,304
304,55806.15258914108,3306455.7223136076,45871.741765245286,9026.162037014408,305
305,54897.903802259694,3153411.731356604,46963.29467325537,7569.522974660687,306
306,54532.817647916054,2977540.2639785134,48097.46780592858,6476.395529547947,307
307,54573.863335476526,2790225.1788178594,49257.11421114395,5655.947539928066,308
308,54913.06175107201,2599748.610121261,50428.500012817676,5039.972548546938,309
309,55468.472561364615,2411823.5537127834,51600.57493870491,4578.454718087504,310
310,56179.02965679241,2230203.305522355,52764.36983596469,4235.131593658149,311
311,56999.50142962284,2057215.388283361,53912.531979217856,3983.824134360096,312
312,57896.35611357795,1894185.4810958297,55038.97825251992,3805.645755854624,313
313,58844.62400837454,1741742.831975513,56138.6393857267,3686.9708707751715,314
314,59825.610256501874,1600047.0306646253,57207.27065834074,3617.9842498891007,315
315,60825.25490822984,1468949.0288884237,58241.309796449765,3591.654362674187,316
316,61832.96415912395,1348095.8348065815,59237.767806518765,3603.010959073128,317
317,62840.778765591895,1237011.5333292142,60194.14244280729,3648.6335651170216,318
318,63842.776007924316,1135148.5406178043,61108.34730878281,3726.2895052470844,319
319,64834.636814029895,1041928.2177828134,61978.651719057125,3834.6750254097406,320
320,65813.32674446687,956759.7743019421,62803.62815601207,3973.232125219756,321
321,66776.86028123183,879061.2246497263,63582.1050623574,4142.016278191026,322
322,67724.12134054842,808269.4022440388,64313.123675740455,4341.601860491125,323
323,68654.72553623158,743847.0006238016,64995.898029596836,4573.014429851748,324
324,69568.91245944859,685286.7894183839,65629.77761811674,4837.682376411223,325
325,70467.45999452796,632113.859721871,66214.21245997373,5137.402536098953,326
326,71351.61499607268,583886.5075370865,66748.72045349347,5474.315769691301,327
327,72223.03622318477,540195.2380988913,67232.85702170606,5850.889955380553,328
328,73083.74697708662,500665.99091112317,67666.1870874399,6269.905590954845,329
329,73936.09267839475,464951.2352210638,68048.25962425288,6734.447909451404,330
330,74782.70753370429,432740.5934102035,68378.58469349115,7247.893493517888,331
331,75626.47818700904,403746.45209385105,68656.61357969196,7813.903092151287,332
332,76470.51667184324,377710.73217195953,68881.7218100097,8436.407745614353,333
333,77318.12955562405,354401.4947392439,69053.19562894208,9119.591951230046,334
334,78172.78758017212,333611.73529016925,69170.22219289867,9867.871063371756,335
